유튜브,,,1000,NNG,*,F,유튜브,*,*,*,*,*
불법주차,,,1000,NNG,*,F,불법주차,Compound,*,*,불법/NNG/*+주차/NNG/*,*
기기찾기,,,1000,NNG,*,F,기기찾기,Inflect,NNG,ETN,기기/NNG/*+찾/VV/*+기/ETN/*,*
